x0,x1,x2,x3,y,x4,x5
1.09,A0,A4,A0,4871,6.59,6.56
1.51,A0,A4,A3,11856,7.43,
1.01,A1,A2,A6,6354,6.32,6.47
0.52,A1,A6,A1,1591,5.21,5.24
0.4,A0,A3,A1,975,4.74,
0.5,A0,A0,A1,875,5.09,
0.32,A0,A2,A2,918,4.43,
0.72,A0,A6,A4,2241,5.72,5.75
1.22,A0,A6,A3,9756,6.89,6.84
1.02,A1,A6,A4,3984,6.49,
1.2,A0,A0,A0,4234,6.74,
0.32,A2,A3,A1,780,4.6,
0.33,A0,A5,,694,4.46,4.47
0.26,A2,A4,A6,440,4.05,
2.22,A0,A2,A4,15584,8.47,8.42
2.01,A1,A6,A4,17514,8.07,
0.24,A0,A6,A5,963,4.01,4.05
0.33,A1,A4,A1,521,4.38,
0.3,A0,A1,A0,524,4.28,
0.61,A0,A6,A6,2833,5.45,5.48
1.59,A3,A6,A1,15602,7.62,
1.3,A0,A1,A0,9242,6.93,
0.33,A0,A1,A0,780,4.46,4.44
0.73,A0,A1,A3,3509,5.85,5.81
0.31,A0,A2,A1,698,4.34,4.31
1.41,A1,A0,A3,7636,7.34,7.38
0.55,A0,A4,A1,1402,5.25,5.28
0.71,A0,A2,A0,2345,5.74,
0.3,A0,A4,A5,878,4.34,4.3
0.78,A1,A1,A0,3258,5.86,5.89
0.71,A0,A6,A0,2788,5.71,5.65
1.5,A3,A2,A6,14157,7.28,7.32
0.5,A0,A2,A1,1449,5.04,5.07
0.32,A1,A5,A3,648,4.42,
0.43,A0,A3,A1,981,4.82,4.85
1.2,A3,A6,A3,8580,6.78,6.71
1.82,A1,A0,A3,10090,7.83,7.96
0.81,A1,A4,A3,3404,5.94,5.96
1.04,A0,A5,A1,5242,6.5,
1.01,A1,A4,A3,5305,6.3,6.38
0.39,A2,A6,,788,4.63,
2.02,A3,A4,A1,18207,8.02,7.95
0.35,A0,A1,A3,990,4.51,4.48
0.55,A0,A0,A5,1238,5.25,5.29
0.41,A3,A5,A6,1061,4.78,4.76
0.58,A0,A4,A0,1421,5.38,5.33
0.5,A1,A6,A0,1106,5.08,
0.7,A0,A5,A3,2398,5.69,
0.77,A1,A5,A1,2054,5.8,5.84
0.73,A1,A3,A6,3565,5.81,5.85
0.44,A0,A1,A3,1235,4.87,
0.31,A1,A2,A4,408,4.32,
1.15,A2,A6,A4,4437,6.65,6.6
0.52,A0,A6,A3,2123,5.19,5.22
0.57,A0,A6,A3,2193,5.36,5.4
0.56,A1,A3,A1,1755,5.29,
0.72,A1,A2,A6,2933,5.67,
1.0,A0,A1,A5,14498,6.47,6.54
1.14,A0,A4,A4,4788,6.72,
0.3,A0,A6,A2,886,4.34,
1.14,A3,A2,A1,6619,6.75,6.71
0.58,A2,A3,,2185,5.4,5.46
0.3,A0,A5,A1,389,4.27,4.29
0.9,A0,A4,A0,4492,6.14,6.18
0.53,A0,A1,A1,1857,5.17,
0.56,A0,A1,A0,1723,5.31,5.34
0.56,A3,A5,A5,1622,5.29,
0.81,A0,A3,A6,5373,5.97,
0.56,A0,A6,A6,2522,5.35,5.37
1.24,A3,A3,A4,4666,6.97,6.89
0.72,A3,A6,A3,2838,5.91,5.89
0.74,A3,A3,A1,3285,5.72,
1.16,A0,A2,A1,7600,6.78,6.75
0.23,A1,A4,A3,338,4.0,4.05
0.68,A3,A2,A3,2326,5.8,
0.41,A2,A3,A4,818,4.75,4.68
2.0,A3,A2,A4,10833,8.13,
0.54,A0,A3,A0,1720,5.26,5.22
0.32,A1,A2,A2,954,4.4,
1.02,A2,A1,A4,4246,6.7,
0.3,A0,A6,A6,694,4.35,4.39
1.21,A3,A6,,9279,6.89,
0.9,A3,A3,A3,5242,6.38,
0.92,A0,A4,,4325,6.27,6.32
0.74,A3,A2,A3,2800,5.74,5.68
0.34,A1,A6,A0,566,4.54,4.59
,A2,A0,,965,5.01,5.06
0.3,A0,A1,A5,933,4.33,4.35
0.36,A3,A2,A1,589,4.51,4.55
0.91,A2,A2,A4,3149,6.05,
0.56,A0,A4,A4,1571,5.34,5.37
1.01,A0,A5,A0,5020,6.4,6.36
1.28,A3,A2,A6,10716,6.96,
0.36,A3,A4,,729,4.62,
1.05,A4,A1,A4,3816,6.3,
1.11,A1,A1,A5,12200,6.67,
0.51,A0,A3,A4,1205,5.2,5.16
0.71,A4,A2,,2045,5.57,
0.31,A1,A2,A6,707,4.27,4.33
1.12,A3,A3,A7,3942,6.7,6.74
1.01,A2,A4,A0,4274,6.17,6.21
1.05,A3,A3,A2,11838,6.66,6.7
0.34,A3,A6,A3,1020,4.58,
0.31,A0,A5,A3,502,4.33,4.36
1.35,A0,A2,A3,10850,7.07,7.02
1.54,A3,A2,A0,11574,7.47,7.44
0.67,A2,A6,A6,2398,5.46,
0.63,A1,A2,A6,2188,5.42,
1.33,A3,A5,A3,6390,7.09,7.14
1.0,A3,A1,A4,4758,6.37,
0.51,A0,A3,A0,1284,5.14,
0.27,A0,A1,A6,799,4.15,
0.32,A3,A6,A1,828,4.44,4.41
0.3,A0,A2,A6,878,4.33,4.29
1.02,A1,A3,A5,9498,6.35,
0.7,A0,A2,,2312,5.72,
0.72,A1,A2,A3,2970,5.84,5.87
1.11,A1,A6,,5384,6.64,
1.02,A3,A2,A1,5581,6.48,6.43
0.23,A1,A3,A5,472,3.96,4.0
0.72,A1,A3,,2474,5.66,5.71
1.5,A1,A3,A4,9548,7.26,
0.55,A1,A3,A1,1786,5.25,5.28
0.91,A4,A4,A0,3180,6.12,6.07
0.32,A1,A4,A4,517,4.37,
1.3,A2,A0,A1,5175,6.87,
0.52,A3,A1,A1,1774,5.15,
1.23,A1,A6,A3,10276,6.9,6.94
0.27,A1,A3,A3,463,4.17,4.21
1.62,A0,A4,A0,11180,7.53,7.61
2.01,A2,A4,A4,12215,8.32,8.23
1.51,A3,A4,A4,7018,7.32,
0.33,A1,A3,,886,4.49,4.57
0.71,A3,A3,A1,2711,5.78,5.81
0.3,A0,A2,A3,776,4.36,
1.07,A0,A2,A6,8235,6.48,
0.31,A3,A3,A6,816,4.33,
0.9,A1,A2,A0,3615,6.1,6.16
0.35,A0,A3,A1,767,4.54,
0.4,A0,A6,A2,1583,4.81,
0.37,A0,A2,A0,586,4.63,4.68
0.34,A0,A2,A1,517,4.46,
0.51,A0,A6,A3,1632,5.15,
1.23,A3,A2,A3,5786,6.78,
,A3,A3,A4,7182,7.29,7.22
0.71,A0,A6,A3,3710,5.72,
0.31,A0,A3,A6,791,4.36,4.41
0.47,A3,A2,A0,1055,5.09,
0.83,A3,A0,A4,2241,6.13,6.12
1.21,A1,A6,A3,10009,6.76,
0.34,A1,A2,A3,640,4.48,4.52
1.31,A1,A4,A4,6263,6.96,
0.31,A3,A4,,586,4.46,4.43
0.3,A1,A3,A5,862,4.27,4.3
0.45,A3,A5,A3,1035,4.86,4.84
1.23,A0,A5,A3,7181,6.9,6.94
0.78,A0,A3,A0,3671,5.95,6.0
2.0,A2,A5,A1,16291,7.95,
0.35,A0,A1,A0,827,4.55,4.54
0.31,A1,A3,A0,544,4.29,
0.33,A1,A4,A0,475,4.4,
1.11,A3,A5,A4,4196,6.66,6.61
1.52,A0,A2,A1,13153,7.38,7.45
0.23,A1,A3,A5,465,3.92,3.96
2.04,A2,A5,A0,11820,8.39,8.31
0.3,A0,A4,A0,450,4.27,
1.03,A3,A5,A0,3288,6.6,6.58
1.02,A0,A3,A4,4712,6.5,6.53
2.19,A3,A3,A4,18232,8.31,8.23
0.41,A0,A3,A5,1367,4.77,4.79
0.51,A0,A4,,1574,5.22,5.18
1.06,A0,A2,A0,5393,6.64,
,A1,A3,A3,2092,5.23,5.3
0.41,A0,A3,A6,1187,4.75,
0.9,A0,A3,A4,3804,6.25,
1.03,A3,A5,A0,4248,6.43,6.47
1.54,A1,A0,A3,9285,7.27,
0.34,A1,A5,A0,459,4.54,4.56
1.22,A1,A4,A0,6387,6.78,6.73
1.22,A3,A2,A3,8779,6.91,6.89
1.07,A3,A2,,6076,6.65,6.61
0.41,A0,A4,A5,1043,4.74,4.78
0.91,A0,A2,A4,3557,6.15,6.19
0.33,A0,A2,A1,579,4.42,4.47
0.24,A1,A1,,552,3.96,
1.0,A0,A2,A3,7223,6.41,6.45
0.73,A3,A4,A3,2468,5.75,
0.38,A0,A1,,955,4.66,
0.3,A0,A3,A1,844,4.34,4.32
0.5,A4,A6,,613,4.94,4.82
0.48,A0,A4,A0,927,5.06,
0.83,A1,A3,A0,3295,5.96,
0.34,A0,A2,A0,531,4.49,4.54
1.02,A3,A4,A0,4102,6.47,
1.11,A0,A1,A4,5648,6.66,6.62
0.58,A4,A2,A3,1701,5.23,5.28
0.71,A2,A1,A0,2450,5.93,5.89
0.31,A0,A1,A1,734,4.34,
0.4,A0,A3,A0,945,4.72,
2.01,A2,A0,A3,11526,7.93,
0.52,A0,A2,A2,2267,5.15,5.19
1.25,A3,A4,A4,5950,6.93,
0.32,A3,A0,A1,504,4.38,4.35
0.7,A2,A3,A3,2826,5.94,
1.01,A3,A4,A1,4769,6.42,6.36
0.36,A0,A1,A3,1094,4.59,4.62
0.9,A1,A0,A3,3358,6.22,
1.31,A0,A6,A4,6676,7.05,6.98
0.34,A0,A2,A0,473,4.48,4.51
0.72,A0,A3,A5,4864,5.74,5.79
0.5,A0,A3,A4,1240,5.07,5.03
0.9,A1,A1,,3812,6.13,
0.46,A2,A6,A3,1168,4.84,
0.41,A2,A3,A0,705,4.68,4.72
0.35,A0,A4,A2,1017,4.61,
0.31,A0,A2,A6,707,4.31,4.33
1.01,A3,A6,A6,8319,6.46,6.42
0.42,A1,A5,,777,4.78,4.8
0.41,A0,A3,A6,1186,4.79,4.81
1.52,A0,A5,A5,11168,7.37,7.34
0.74,A0,A6,,4157,5.79,5.84
0.34,A0,A6,A5,967,4.45,4.49
0.9,A0,A0,A2,3677,6.17,6.14
1.07,A3,A4,A0,5237,6.67,6.65
1.15,A1,A6,A4,4915,6.67,6.57
1.16,A0,A6,A0,6768,6.68,6.73
0.71,A0,A2,,2686,5.77,5.74
0.4,A0,A3,A1,975,4.74,
0.9,A3,A3,A0,4158,6.16,6.11
1.01,A4,A6,A4,3837,6.33,6.24
1.0,A4,A4,A4,3472,6.18,6.13
0.92,A3,A2,,3555,6.36,
1.59,A0,A2,A1,9794,7.51,
1.32,A3,A6,A4,6660,7.1,7.05
0.91,A3,A1,A4,4051,6.29,
0.34,A3,A1,A4,650,4.58,
0.9,A0,A5,A4,2909,6.19,
1.52,A0,A5,A1,9465,7.3,7.35
1.3,A3,A4,A4,5096,6.99,6.95
0.51,A0,A3,A6,2211,5.13,
0.9,A0,A4,A4,3794,6.16,
1.0,A0,A6,A0,4939,6.45,6.41
0.57,A1,A1,A5,2945,5.39,5.44
1.3,A0,A2,A6,11073,6.96,
0.75,A1,A5,A0,2300,5.73,5.77
0.36,A3,A3,A1,1013,4.59,4.54
1.1,A3,A0,A1,3696,6.66,
1.5,A2,A0,A0,5914,7.21,7.16
0.43,A0,A6,A6,1093,4.87,4.9
0.5,A1,A3,A3,1554,5.06,5.14
1.04,A0,A2,A1,6290,6.49,6.45
0.71,A0,A1,,3321,5.71,5.75
0.7,A3,A6,A0,2527,5.7,
0.41,A2,A3,A0,755,4.73,4.75
0.3,A0,A2,A3,624,4.3,
1.35,A3,A4,A1,8062,7.15,
0.33,A0,A1,A1,781,4.46,
1.01,A1,A6,A4,4121,6.35,
1.56,A0,A2,A1,13787,7.41,
0.72,A1,A6,A3,3083,5.69,5.73
0.58,A0,A1,A4,1442,5.4,5.36
0.52,A0,A1,,1600,5.14,5.17
1.5,A3,A3,A4,8190,7.2,7.17
1.0,A3,A6,A4,3977,6.35,6.31
,A1,A1,A0,1636,5.15,
0.91,A1,A1,A0,4746,6.15,
0.27,A0,A6,A1,577,4.17,4.2
0.8,A2,A2,A4,2484,5.88,5.83
0.43,A1,A3,A1,869,4.81,
0.7,A4,A6,A7,945,5.64,5.5
0.3,A3,A6,A5,868,4.24,4.28
2.01,A1,A5,A3,18041,7.94,8.03
1.01,A0,A4,A1,5936,6.45,6.47
0.43,A2,A1,A0,774,4.79,4.8
0.59,A3,A2,A0,1437,5.44,5.41
0.53,A0,A4,A5,1781,5.21,
0.41,A1,A2,A3,899,4.76,4.8
0.51,A0,A4,,1365,5.15,
0.32,A1,A5,A3,505,4.38,
0.38,A0,A2,A1,757,4.66,4.69
0.4,A0,A1,A0,772,4.77,4.82
0.28,A0,A3,A1,598,4.22,
0.5,A2,A6,A1,1433,5.21,
1.08,A0,A1,A0,6539,6.52,
0.31,A3,A3,,734,4.36,
0.7,A1,A4,A1,2335,5.74,5.8
0.76,A0,A3,A4,2978,5.85,
0.78,A3,A5,,2646,5.89,
0.34,A0,A2,A5,956,4.47,4.45
1.39,A3,A2,A1,8874,7.18,
0.51,A0,A3,A0,1585,5.16,5.19
0.91,A2,A6,,4279,6.1,
1.5,A1,A4,A4,7161,7.24,
0.7,A3,A4,A3,2333,5.65,5.61
2.22,A3,A5,A4,15184,8.24,8.2
1.04,A1,A3,,4472,6.5,
1.01,A3,A5,,3767,6.56,
1.75,A3,A0,A3,10619,7.74,
0.31,A3,A4,A6,802,4.39,
0.31,A2,A3,A0,544,4.28,4.32
,A1,A4,A4,14426,8.03,8.09
0.26,A1,A3,A6,564,4.16,4.19
0.9,A1,A1,A3,5511,6.15,6.09
0.5,A3,A2,A3,1746,5.14,5.09
0.72,A3,A4,A0,2398,5.8,5.77
0.56,A3,A3,A0,1848,5.3,5.27
0.4,A3,A2,A3,1125,4.8,4.76
0.31,A0,A3,A1,872,4.35,4.33
1.01,A3,A6,A4,4197,6.49,6.46
0.41,A1,A6,A5,1186,4.75,
1.5,A2,A4,A3,9878,7.17,
1.24,A0,A4,A3,8299,6.88,
1.0,A3,A3,A1,6272,6.29,6.26
0.71,A3,A5,A4,1821,5.72,
0.76,A0,A4,A3,3424,5.85,5.9
1.01,A1,A3,A4,4355,6.36,6.42
0.3,A1,A4,A3,541,4.29,
0.35,A1,A4,A5,798,4.5,4.55
0.35,A0,A1,A1,907,4.63,
2.0,A3,A6,A4,11198,8.19,
1.51,A0,A3,A4,10210,7.29,7.34
0.31,A1,A5,A0,408,4.33,
0.8,A1,A4,A6,3036,5.9,5.96
1.01,A2,A3,A3,6159,6.2,
0.3,A0,A4,A2,764,4.31,4.33
1.5,A1,A4,A2,12988,7.23,7.3
0.31,A3,A6,A0,516,4.37,4.39
0.41,A1,A3,A6,1116,4.76,4.79
0.31,A3,A2,A3,625,4.35,4.37
1.05,A1,A5,A0,4292,6.46,
0.3,A1,A4,A0,540,4.31,
0.41,A1,A2,A1,827,4.78,
0.31,A3,A2,A5,816,4.3,4.32
0.72,A3,A5,A6,2074,5.75,5.73
1.0,A0,A2,,7885,6.58,6.54
0.32,A0,A2,A0,612,4.41,4.38
1.28,A0,A2,A5,11248,6.96,6.93
1.01,A1,A4,A0,4559,6.33,6.36
0.39,A0,A2,A0,748,4.73,
0.42,A0,A3,A5,1307,4.88,
0.33,A1,A6,A0,550,4.4,4.42
0.37,A1,A2,A6,844,4.69,4.71
0.5,A0,A1,A3,2033,5.08,
0.4,A3,A6,A0,945,4.74,
1.23,A0,A0,A1,6015,6.93,6.88
1.24,A1,A6,A5,11716,6.75,6.84
0.32,A0,A2,A1,561,4.38,4.42
1.28,A0,A6,A4,4179,7.12,7.06
0.5,A0,A3,A0,1317,5.13,5.06
0.56,A0,A2,,1633,5.31,
0.3,A0,A6,A6,684,4.29,4.33
0.91,A1,A0,A1,3112,6.23,6.28
0.34,A0,A2,A6,995,4.52,
0.3,A0,A2,,477,4.27,
0.78,A1,A4,A3,2947,5.92,5.94
1.22,A1,A2,A1,6962,6.82,
0.9,A2,A3,A4,3736,6.08,6.11
0.43,A1,A1,A4,858,4.81,4.8
0.82,A3,A0,A0,2168,5.99,
1.2,A3,A4,A4,5040,6.81,6.78
0.78,A0,A1,A1,3811,5.89,5.91
0.3,A0,A1,A3,848,4.34,4.3
0.7,A3,A4,A1,2394,5.66,5.68
0.8,A0,A6,A0,3137,5.98,6.05
0.56,A1,A4,A3,1580,5.23,5.28
0.27,A1,A3,A6,567,4.16,
0.29,A1,A3,A3,474,4.2,4.24
0.42,A0,A2,A1,1087,4.83,4.8
0.32,A3,A0,A2,533,4.41,4.44
0.71,A0,A3,A6,4124,5.7,5.72
1.51,A0,A5,A1,9891,7.38,7.42
0.41,A0,A6,A1,863,4.8,4.81
0.38,A0,A4,A1,898,4.62,4.59
1.82,A1,A5,A4,10701,7.71,
0.82,A3,A3,A4,2861,6.01,
1.7,A1,A1,A4,11431,7.76,7.83
1.5,A2,A0,A4,6746,7.3,7.32
1.01,A0,A2,A1,6516,6.49,
0.39,A0,A5,A3,1047,4.7,4.67
2.55,A2,A4,A4,14775,8.66,8.57
0.42,A0,A2,A0,882,4.81,4.77
0.38,A0,A3,A3,1000,4.65,4.67
1.02,A1,A6,A3,7740,6.46,6.52
1.24,A0,A2,A1,8797,6.87,6.9
0.37,A3,A1,A0,874,4.62,
1.5,A3,A6,A0,11878,7.34,
0.38,A3,A3,A1,1112,4.74,4.65
0.71,A0,A1,A1,4029,5.77,5.83
2.21,A3,A0,A4,12327,8.45,
0.7,A1,A2,A3,2473,5.61,5.65
0.31,A0,A3,A1,720,4.33,
0.63,A1,A1,A0,1885,5.4,5.46
0.71,A0,A1,A0,2812,5.69,5.72
0.7,A0,A2,,2515,5.77,
1.02,A3,A4,A7,3141,6.39,6.41
1.52,A3,A4,A0,10330,7.34,
0.43,A0,A4,A6,1008,4.9,4.86
0.25,A0,A3,A6,740,4.1,
0.3,A0,A3,A1,844,4.3,
0.84,A1,A4,A0,2847,6.1,6.12
0.92,A1,A6,,3873,6.19,6.23
1.07,A2,A6,A1,6828,6.83,
0.58,A1,A3,A4,1377,5.46,5.49
0.7,A0,A2,A0,2394,5.77,
0.71,A0,A2,A0,2650,5.69,5.74
1.52,A3,A2,A1,12148,7.31,
1.01,A1,A3,A0,5085,6.33,6.44
0.32,A3,A2,A2,1020,4.41,
0.73,A3,A6,A4,2351,5.84,5.8
1.33,A2,A2,A3,10096,6.87,6.92
0.32,A0,A3,A1,599,4.4,4.43
0.41,A1,A2,A6,932,4.77,4.82
1.24,A1,A5,A0,5584,6.98,7.01
1.12,A0,A2,A1,6209,6.6,
1.2,A1,A1,,7191,6.81,6.86
0.24,A1,A6,A6,608,4.01,
0.52,A0,A2,A6,1911,5.18,5.24
0.41,A0,A3,A5,1442,4.77,
0.32,A3,A2,A5,1080,4.41,4.38
1.1,A2,A3,A4,4065,6.53,6.58
1.73,A3,A5,A0,10957,7.67,7.65
1.56,A3,A4,A1,10331,7.44,
0.74,A2,A1,A0,2753,5.71,
1.11,A0,A2,A4,5395,6.69,6.65
0.91,A3,A2,A0,3975,6.19,
0.31,A3,A6,,625,4.3,4.33
0.32,A3,A2,A6,936,4.45,4.42
1.03,A0,A2,A0,5111,6.6,
1.02,A0,A6,A6,9870,6.54,6.49
1.2,A4,A0,A0,4838,6.67,
0.42,A0,A3,A5,1400,4.81,
1.01,A0,A5,A0,4509,6.4,
0.83,A3,A2,A4,2386,5.99,5.96
0.31,A0,A2,,839,4.37,4.4
0.73,A1,A4,A1,2430,5.72,5.79
0.47,A2,A6,A3,1353,4.96,
0.39,A0,A4,A3,740,4.71,4.76
0.73,A1,A4,A3,2557,5.75,5.85
0.5,A3,A3,,1746,5.11,
0.38,A0,A2,A6,879,4.72,4.76
1.5,A4,A1,A0,10374,7.1,
0.32,A1,A6,A6,717,4.38,4.42
0.93,A3,A1,A4,4140,6.26,6.2
1.04,A0,A3,A0,6260,6.49,
1.02,A3,A6,A4,4238,6.59,6.56
0.6,A0,A2,A1,1930,5.46,
1.77,A3,A0,A0,9704,7.83,
0.91,A4,A3,A0,4256,6.09,6.04
0.73,A0,A6,A4,2455,5.73,5.75
1.0,A3,A3,A3,7392,6.6,6.55
0.3,A3,A5,A3,567,4.28,4.23
0.56,A0,A6,A4,1279,5.3,
0.91,A1,A2,A0,4081,6.15,6.04
0.38,A3,A0,,513,4.62,
0.34,A1,A6,A1,686,4.44,4.48
0.32,A3,A5,A2,864,4.39,4.37
0.26,A0,A3,A3,452,4.09,4.13
0.31,A3,A6,,874,4.36,
0.71,A3,A3,A3,2920,5.87,
0.3,A3,A6,A6,882,4.42,4.38
0.71,A0,A3,A3,3238,5.66,5.69
0.91,A4,A0,A1,2854,6.04,6.0
0.43,A1,A3,,948,4.83,
0.7,A0,A6,A0,2410,5.67,5.7
1.03,A3,A1,A6,8623,6.48,6.43
0.47,A1,A2,A5,1780,5.05,5.09
1.02,A1,A3,,5456,6.33,6.42
0.32,A1,A4,A4,403,4.35,4.42
0.33,A0,A5,A6,743,4.44,4.41
0.83,A0,A3,A0,3837,5.98,6.02
0.3,A0,A2,A1,675,4.3,4.27
1.04,A1,A0,A4,3924,6.35,6.39
0.7,A4,A4,A0,1865,5.59,
1.5,A4,A5,A7,4704,6.94,
0.31,A2,A6,A1,583,4.26,4.31
0.41,A3,A6,A1,1107,4.74,4.71
0.3,A3,A3,A1,658,4.3,4.34
1.0,A3,A2,A2,7822,6.47,6.39
0.34,A0,A4,A1,537,4.5,4.54
0.24,A1,A5,A5,336,3.95,3.98
0.81,A1,A3,A1,3839,5.9,5.95
0.7,A1,A6,A5,3270,5.74,5.77
0.54,A1,A5,,1105,5.18,
0.39,A0,A6,A6,987,4.7,4.75
1.12,A1,A1,A4,5233,6.63,6.67
0.33,A0,A3,A5,984,4.46,4.48
0.31,A3,A0,A0,465,4.38,4.36
0.7,A1,A1,A5,4362,5.63,5.64
0.32,A0,A3,A1,900,4.38,
0.4,A0,A2,A2,1257,4.72,
0.43,A0,A6,A4,698,4.87,
1.0,A2,A6,A1,5420,6.27,6.31
2.01,A2,A2,A0,18625,8.07,
0.28,A2,A3,A3,470,4.14,4.16
0.51,A0,A1,A1,1787,5.16,5.18
1.01,A2,A1,A3,5050,6.5,
0.64,A0,A3,A1,2238,5.52,5.55
,A1,A2,A0,9841,7.25,7.28
1.07,A3,A3,A1,6232,6.6,
0.3,A1,A2,A5,789,4.28,4.31
0.3,A1,A4,A1,473,4.26,
1.5,A1,A4,A4,6770,7.27,7.21
0.35,A0,A4,A5,1024,4.54,4.53
1.2,A4,A5,A7,2376,6.65,
0.61,A0,A2,A3,2177,5.39,
0.29,A1,A6,A6,664,4.22,
0.33,A0,A2,A5,868,4.45,4.48
0.28,A1,A3,A6,572,4.11,
1.19,A3,A5,A1,4591,6.98,6.88
1.01,A1,A6,A0,5713,6.38,6.31
0.31,A0,A3,A1,680,4.37,4.41
0.71,A0,A6,A4,2668,5.78,
0.7,A1,A2,A6,2905,5.62,5.64
1.08,A1,A3,A4,4415,6.65,6.73
0.73,A2,A6,A6,3616,5.8,
1.0,A3,A2,A1,6048,6.4,
0.4,A1,A2,A0,702,4.66,
1.52,A0,A6,A0,12364,7.41,
1.16,A0,A2,A4,4880,6.73,6.77
,A3,A3,A6,3767,5.94,5.85
0.33,A3,A1,,780,4.44,
0.93,A3,A6,A0,4297,6.22,
1.63,A3,A5,A1,10479,7.62,7.59
0.3,A2,A4,A0,421,4.2,4.22
0.59,A0,A3,A1,1657,5.38,5.4
0.7,A1,A3,,2755,5.57,5.61
0.5,A4,A3,A3,1890,5.35,
2.12,A1,A6,A4,17694,8.27,8.32
0.7,A2,A3,A0,2696,5.73,
0.3,A3,A4,A6,776,4.32,
0.51,A0,A2,A3,1656,5.14,5.17
0.32,A0,A2,A2,918,4.41,
0.32,A0,A2,,1008,4.41,
1.51,A1,A5,A0,8214,7.19,7.24
0.35,A3,A6,A1,879,4.58,4.55
,A3,A3,A3,1668,5.14,
0.56,A0,A5,A5,1698,5.29,5.26
0.34,A1,A3,A0,714,4.47,
0.43,A3,A1,A0,993,4.84,
1.01,A1,A3,A1,7290,6.5,
1.21,A3,A4,A1,6849,6.93,
1.1,A1,A3,A0,4791,6.64,6.71
2.01,A1,A1,A4,12639,8.28,
0.46,A0,A5,,893,4.95,
1.16,A1,A3,A4,5034,6.69,6.77
1.05,A0,A0,A0,4253,6.47,6.5
1.01,A1,A2,A0,5049,6.35,6.43
,A0,A2,A5,3123,5.61,5.65
1.0,A4,A1,A3,7083,6.77,6.71
0.46,A0,A4,,1039,4.99,
1.52,A0,A5,A0,9067,7.38,
0.37,A0,A4,A1,603,4.64,4.65
0.32,A0,A6,A1,828,4.39,4.37
0.32,A0,A2,A3,828,4.43,4.4
1.52,A1,A2,A3,12968,7.27,7.32
1.24,A3,A1,A4,6840,6.87,6.91
0.3,A0,A1,A1,710,4.33,
0.42,A3,A3,A4,838,4.91,4.87
,A1,A6,A4,18071,8.08,8.13
0.44,A3,A1,A0,1089,4.9,4.86
1.22,A1,A2,A0,6278,6.74,
0.38,A0,A3,,1073,4.67,
1.11,A0,A4,A4,4662,6.73,
1.04,A1,A4,,6694,6.51,6.55
0.32,A0,A6,A1,828,4.37,
0.7,A2,A5,A0,1995,5.62,
0.37,A1,A3,A1,811,4.66,
0.71,A0,A2,A5,3167,5.72,5.84
0.32,A2,A4,A0,461,4.3,4.33
1.0,A3,A2,A0,3568,6.47,6.42
0.9,A3,A5,A1,3398,6.15,
1.54,A3,A2,A1,12308,7.44,
0.9,A2,A6,A1,4234,6.11,
0.33,A1,A5,A5,608,4.38,
1.55,A0,A5,A6,11430,7.41,7.46
1.02,A1,A3,A4,4398,6.36,
0.72,A1,A2,A0,2488,5.69,5.73
0.33,A1,A3,A5,770,4.42,
1.01,A0,A6,A3,7412,6.54,6.52
1.18,A3,A2,A6,9137,6.77,6.8
0.77,A2,A4,A0,2393,5.82,5.74
0.43,A3,A1,A4,716,4.85,4.91
1.0,A1,A3,A4,3763,6.37,6.3
2.16,A0,A4,A7,8709,8.31,8.26
2.01,A1,A5,A1,17570,8.06,7.99
0.23,A0,A2,A5,536,3.94,3.97
0.32,A0,A4,A1,523,4.42,4.45
0.35,A1,A1,A3,846,4.61,4.64
0.3,A0,A2,,675,4.33,4.28
0.27,A0,A5,A3,432,4.14,4.19
0.38,A3,A3,A3,1069,4.7,4.65
1.01,A3,A2,A3,6618,6.43,6.38
1.6,A0,A6,A4,10472,7.5,7.53
1.51,A1,A2,A6,13337,7.28,
2.3,A1,A5,A4,14603,8.51,8.56
0.75,A3,A1,A0,3024,5.96,5.93
1.22,A3,A5,A1,6156,7.01,6.96
0.33,A0,A4,A3,743,4.49,
0.35,A1,A5,A3,552,4.53,4.59
1.5,A3,A5,A1,9055,7.3,7.26
1.01,A1,A6,A0,4989,6.42,6.38
2.1,A0,A6,A4,18124,8.22,8.2
0.58,A0,A3,A3,1965,5.41,5.47
0.51,A1,A4,A5,1744,5.06,5.1
0.5,A1,A2,A6,1723,5.06,
0.34,A3,A4,A1,689,4.46,
0.55,A0,A2,A2,2440,5.33,5.39
0.3,A0,A6,A1,601,4.28,4.31
1.02,A2,A4,A3,5598,6.54,6.61
1.22,A0,A6,A0,6456,6.87,6.79
0.38,A0,A2,A6,929,4.64,
,A4,A6,A4,3754,6.27,6.24
0.33,A0,A4,A2,838,4.47,4.49
,A3,A2,A4,3828,6.58,6.66
0.32,A1,A2,A6,730,4.35,4.37
0.3,A0,A2,A6,819,4.31,4.28
,A1,A5,A1,9611,7.34,7.3
0.91,A1,A6,A0,4141,6.2,
1.2,A1,A0,A4,4580,6.76,
0.4,A0,A5,A3,919,4.74,4.77
1.7,A1,A3,A1,18176,7.84,
0.42,A0,A4,,625,4.83,
0.79,A0,A6,A0,2878,5.88,
1.0,A4,A3,A4,3889,6.54,6.49
0.51,A1,A6,A4,1100,5.07,5.1
0.95,A0,A0,A6,3558,6.4,
